Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,day_of_week,day_of_year,month,week_of_year,weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos
60,3.301263844042345,-1.118644752578288,1.8438206309130616,-0.5204113780185875,1.073683432202586,-1.2350634297705911,1.6861299681117075,-0.9082166668250052,1.5064375789769053,-1.314903237282558,0.47116037524817433,-0.14519618125153338,0.9517983697341725,-1.4536463909194342,1.2198613112767835,-1.9575087770483774,1.1415723563189446,-1.2173236151505442,0.9581362374621405,-0.15264674015002874,-2.9763276668831584,0.8220804204522256,1.2076935408107101,2.091596416780142,0.36697529688131353,0.7943044175730462,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.365324277949241,-0.36597158007831687,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
60,3.301263844042345,-1.118644752578288,1.616806712311511,-0.5204113780185875,1.0570974814852703,-1.2350634297705911,1.704566013580513,-0.9082166668250052,1.604528495670689,-1.314903237282558,0.47116037524817433,-0.17694121058051582,0.9455916462468046,-1.4536463909194342,1.2068254012418977,-1.9575087770483774,1.1345537758788933,-1.2007782372002398,0.9653627289565399,-0.17458780710098273,-2.962812789439964,0.8220804204522256,1.0717034230272884,1.7665839653551931,0.34313478926327906,0.7943044175730462,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.365324277949241,-0.36597158007831687,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
50,3.301263844042345,-1.118644752578288,1.5179593234001534,-0.5204113780185875,1.0335495267631654,-1.2350634297705911,1.7486076777559816,-0.944114531917853,1.5809175705173892,-1.314903237282558,0.4589676941636923,-0.2218221141145926,0.9164842533405365,-1.4536463909194342,1.18205717217562,-1.9575087770483774,1.1090316651878245,-1.2338689931007991,0.950909745967741,-0.19652887405193487,-2.9492979119967697,0.8220804204522256,0.9357133052438632,1.4415715139302363,0.3192942816452444,0.7943044175730462,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.365324277949241,-0.36597158007831687,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
50,4.56137838433432,-1.118644752578288,1.459321041842571,-0.5204113780185875,1.0245398745216534,-1.2350634297705911,1.76909217272133,-0.962063464464302,1.5425258223006335,-1.314903237282558,0.4589676941636923,-0.2426205816059947,0.9250452512541428,-1.485242868035012,1.1540299656006348,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9268214409864102,-0.21846994100288886,-2.9357830345535905,0.8220804204522256,0.7997231874604416,1.1165590625052888,0.29545377402720996,0.7943044175730462,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.365324277949241,-0.36597158007831687,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
60,4.56137838433432,-1.118644752578288,1.526336220765514,-0.5204113780185875,1.0097968072173726,-1.2350634297705911,1.76909217272133,-0.962063464464302,1.4979913943692138,-1.2968322423170642,0.4589676941636923,-0.25356714344357345,0.9722377522529111,-1.4536463909194342,1.1422976465692427,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9268214409864102,-0.24041100795384285,-2.922268157110396,0.8220804204522256,0.66373306967702,0.79154661108034,0.27161326640917555,0.7943044175730462,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.365324277949241,-0.36597158007831687,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
50,4.56137838433432,-1.118644752578288,1.4492687650041272,-0.5204113780185875,1.0024252735652324,-1.2350634297705911,1.7486076777559816,-0.962063464464302,1.5440614922293103,-1.3329742322481057,0.45231714084488367,-0.2645137052811538,1.0002750204199813,-1.485242868035012,1.1481638060849386,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9003243055069466,-0.262352074904795,-2.9087532796672018,0.8220804204522256,0.5277429518935948,0.4665341596553833,0.24777275879114086,0.7943044175730462,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.365324277949241,-0.36597158007831687,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
60,5.821492924626295,-1.118644752578288,1.3839289655542408,-0.5204113780185875,1.0024252735652324,-1.2350634297705911,1.7383654302733216,-0.962063464464302,1.5578825215873402,-1.3510452272135998,0.4452971123417003,-0.27053431429182334,1.0106552303902312,-1.485242868035012,1.136431487053548,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9003243055069466,-0.28429314185574894,-2.895238402224007,0.8220804204522256,0.3917528341101731,0.14152170823043572,0.22393225117310642,0.9387759776294876,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.4135048792672487,0.00011129958337819298,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
60,5.821492924626295,-1.1393999302986382,1.3319922018889379,-0.5204113780185875,1.0024252735652324,-1.2649728086999288,1.7383654302733216,-0.962063464464302,1.574774890802702,-1.3510452272135998,0.43790760865413186,-0.28257553231316035,1.0213564777822404,-1.5010411065927773,1.136431487053548,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9003243055069466,-0.281158703719898,-2.886228483928493,0.8108952711267106,0.45974789300188573,0.14152170823043572,0.2199588332367665,0.9387759776294876,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.4135048792672487,0.00011129958337819298,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
60,4.56137838433432,-1.1809102857394025,1.341416211424978,-0.5204113780185875,0.9860440876715799,-1.2649728086999288,1.704566013580513,-0.962063464464302,1.5578825215873402,-1.314903237282558,0.4489918641854793,-0.2935220941507407,1.047146483996989,-1.4694446294771997,1.175539217158186,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9003243055069466,-0.2780242655840487,-2.8772185656331324,0.799710121801202,0.5277429518935948,0.14152170823043572,0.2159854153004289,0.9387759776294876,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.4135048792672487,0.00011129958337819298,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
70,4.56137838433432,-1.1393999302986382,1.4651848699983232,-0.5067309757514221,0.9778534947247651,-1.2350634297705911,1.727098958042376,-0.962063464464302,1.6285233383061657,-1.3510452272135998,0.4489918641854793,-0.28257553231316035,1.0599879808674018,-1.4536463909194342,1.1950930822105057,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9003243055069466,-0.27488982744819757,-2.8682086473376334,0.788524972475687,0.5957380107853073,0.14152170823043572,0.21201199736408918,0.9387759776294876,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.4135048792672487,0.00011129958337819298,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
230,8.341722005210245,-1.0958140570858586,1.4082219679137975,-0.44896927729004427,0.9778534947247651,-1.2350634297705911,1.7383654302733216,-0.962063464464302,1.7053068347396523,-1.3510452272135998,0.4489918641854793,-0.28257553231316035,1.06769287898965,-1.431133900974596,1.4331613892224948,-2.0086305900106787,1.0822334489621974,-1.2338689931007991,0.9003243055069466,-0.2717553893123464,-2.8591987290421192,0.7773398231501718,0.66373306967702,0.14152170823043572,0.20803857942774925,0.9387759776294876,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.4135048792672487,0.00011129958337819298,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
580,7.081607464918269,-1.008642310660304,1.542252325759735,-0.4170483386666597,0.9778534947247651,-1.2350634297705911,1.7158324858114606,-0.9082166668250052,1.7053068347396523,-1.3510452272135998,0.4489918641854793,-0.2935220941507407,1.0717593529986118,-1.2972438291973976,1.7354315531562579,-2.0256711943314327,1.090528134936789,-1.2884687403366957,0.9003243055069466,-0.26862095117649726,-2.850188810746728,0.7661546738246634,0.7317281285687289,0.14152170823043572,0.20406516149141168,0.9387759776294876,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.4135048792672487,0.00011129958337819298,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
430,5.821492924626295,-0.9671319552195994,1.94518108903403,-0.3532064614198937,0.9778534947247651,-1.18521446488836,1.7383654302733216,-0.9082166668250052,1.6899501354529458,-1.3510452272135998,0.4589676941636923,-0.2935220941507407,1.0909145858303124,-1.1582193298889383,1.9759440932997874,-2.0256711943314327,1.0764909740567055,-1.252068908846115,0.9003243055069466,-0.26548651304064613,-2.8411788924512447,0.7549695244991482,0.7997231874604416,0.14152170823043572,0.20009174355507175,1.083247537685929,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.3653242779492414,0.3661941792450721,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
250,4.56137838433432,-0.8882622798821678,3.1330251354435217,-0.27872427129867594,1.149855946608034,-1.18521446488836,1.9206774354648248,-0.9082166668250052,1.888051556251365,-1.3510452272135998,0.4670961482200095,-0.30268983968971336,1.0788756825143002,-1.0918667279462562,2.10630319364859,-2.0427117986522316,1.0969086626095723,-1.2884687403366957,0.9091566840001103,-0.26548651304064613,-2.825411535434141,0.7214140765226096,0.7997231874604416,0.14152170823043572,0.18022465387337722,1.083247537685929,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.3653242779492414,0.3661941792450721,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
100,0.7810347634583955,-0.7844863912802914,3.9288303851536663,-0.22096257283729803,1.3300489914381144,-1.1137642818905134,2.545454531907675,-0.9082166668250052,2.2274346104874323,-1.3510452272135998,0.5044131418422161,-0.3301930763066325,1.077002964220699,-1.0918667279462562,1.9837656393207164,-2.0086305900106787,1.1977209998393008,-1.2884687403366957,0.9135728732466784,-0.26548651304064613,-2.8096441784171753,0.6878586285460708,0.7997231874604416,0.14152170823043572,0.16035756419168015,1.083247537685929,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.3653242779492414,0.3661941792450721,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
100,0.7810347634583955,-0.6973146448547367,3.4262165432314595,-0.14040020393069216,1.556928416065111,-1.0805316386356756,2.8342859109189495,-0.9082166668250052,2.179828842698657,-1.3239387347653329,0.564545228099775,-0.3466129190630023,1.0837447500776662,-1.1266228527733588,1.865138858003324,-1.9830696835295292,1.1989971053738628,-1.2884687403366957,0.9091566840001103,-0.26548651304064613,-2.7938768214000715,0.6543031805695321,0.7997231874604416,0.14152170823043572,0.14049047450998542,1.083247537685929,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.3653242779492414,0.3661941792450721,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
90,0.7810347634583955,-0.5956142740249354,3.116271340712772,-0.07959841607659594,1.671596717320606,-1.030682673753446,2.8537461811360125,-0.944114531917853,2.103045346265169,-1.314903237282558,0.614147271602555,-0.3586541370843395,1.0771099766946182,-1.1882359831487057,1.7360833486580165,-1.9421722331596862,1.2819439651198472,-1.2884687403366957,0.9003243055069466,-0.26548651304064613,-2.778109464382968,0.6207477325929934,0.7997231874604416,0.14152170823043572,0.1206233848282909,1.083247537685929,-1.4994448759851806,-1.7372525292715524,-1.5693693114409177,-1.6602826004763283,0,-1.3653242779492414,0.3661941792450721,-0.019238408630844986,1.4220937126508912,-2.0587266804203557,1.209107035750921
